Time,X,Y,Velocity
11.71,117.1,20,10
11.72,117.2,20,10
11.73,117.3,20,10
11.74,117.4,20,10
11.75,117.5,20,10
11.76,117.6,20,10
11.77,117.7,20,10
11.78,117.8,20,10
11.79,117.9,20,10
11.8,118,20,10
11.81,118.1,20,10
11.82,118.2,20,10
11.83,118.3,20,10
11.84,118.4,20,10
11.85,118.5,20,10
11.86,118.6,20,10
11.87,118.7,20,10
11.88,118.8,20,10
11.89,118.9,20,10
11.9,119,20,10
11.91,119.1,20,10
11.92,119.2,20,10
11.93,119.3,20,10
11.94,119.4,20,10
11.95,119.5,20,10
11.96,119.6,20,10
11.97,119.7,20,10
11.98,119.8,20,10
11.99,119.9,20,10
12,120,20,10
12.01,120.1,20,10
12.02,120.2,20,10
12.03,120.3,20,10
12.04,120.4,20,10
12.05,120.5,20,10
12.06,120.6,20,10
12.07,120.7,20,10
12.08,120.8,20,10
12.09,120.9,20,10
12.1,121,20,10
12.11,121.1,20,10
12.12,121.2,20,10
12.13,121.3,20,10
12.14,121.4,20,10
12.15,121.5,20,10
12.16,121.6,20,10
12.17,121.7,20,10
12.18,121.8,20,10
12.19,121.9,20,10
12.2,122,20,10
12.21,122.1,20,10
12.22,122.2,20,10
12.23,122.3,20,10
12.24,122.4,20,10
12.25,122.5,20,10
12.26,122.6,20,10
12.27,122.7,20,10
12.28,122.8,20,10
12.29,122.9,20,10
12.3,123,20,10
12.31,123.1,20,10
12.32,123.2,20,10
12.33,123.3,20,10
12.34,123.4,20,10
12.35,123.5,20,10
12.36,123.6,20,10
12.37,123.7,20,10
12.38,123.8,20,10
12.39,123.9,20,10
12.4,124,20,10
12.41,124.1,20,10
12.42,124.2,20,10
12.43,124.3,20,10
12.44,124.4,20,10
12.45,124.5,20,10
12.46,124.6,20,10
12.47,124.7,20,10
12.48,124.8,20,10
12.49,124.9,20,10
12.5,125,20,10
12.51,125.1,20,10
12.52,125.2,20,10
12.53,125.3,20,10
12.54,125.4,20,10
12.55,125.5,20,10
12.56,125.6,20,10
12.57,125.7,20,10
12.58,125.8,20,10
12.59,125.9,20,10
12.6,126,20,10
12.61,126.1,20,10
12.62,126.2,20,10
12.63,126.3,20,10
12.64,126.4,20,10
12.65,126.5,20,10
12.66,126.6,20,10
12.67,126.7,20,10
12.68,126.8,20,10
12.69,126.9,20,10
12.7,127,20,10
12.71,127.1,20,10
12.72,127.2,20,10
12.73,127.3,20,10
12.74,127.4,20,10
12.75,127.5,20,10
12.76,127.6,20,10
12.77,127.7,20,10
12.78,127.8,20,10
12.79,127.9,20,10
12.8,128,20,10
12.81,128.1,20,10
12.82,128.2,20,10
12.83,128.3,20,10
12.84,128.4,20,10
12.85,128.5,20,10
12.86,128.6,20,10
12.87,128.7,20,10
12.88,128.8,20,10
12.89,128.9,20,10
12.9,129,20,10
12.91,129.1,20,10
12.92,129.2,20,10
12.93,129.3,20,10
12.94,129.4,20,10
12.95,129.5,20,10
12.96,129.6,20,10
12.97,129.7,20,10
12.98,129.8,20,10
12.99,129.9,20,10
13,130,20,10
13.01,130.1,20,10
13.02,130.2,20,10
13.03,130.3,20,10
13.04,130.4,20,10
13.05,130.5,20,10
13.06,130.6,20,10
13.07,130.7,20,10
13.08,130.8,20,10
13.09,130.9,20,10
13.1,131,20,10
13.11,131.1,20,10
13.12,131.2,20,10
13.13,131.3,20,10
13.14,131.4,20,10
13.15,131.5,20,10
13.16,131.6,20,10
13.17,131.7,20,10
13.18,131.8,20,10
13.19,131.9,20,10
13.2,132,20,10
13.21,132.1,20,10
13.22,132.2,20,10
13.23,132.3,20,10
13.24,132.4,20,10
13.25,132.5,20,10
13.26,132.6,20,10
13.27,132.7,20,10
13.28,132.8,20,10
13.29,132.9,20,10
13.3,133,20,10
13.31,133.1,20,10
13.32,133.2,20,10
13.33,133.3,20,10
13.34,133.4,20,10
13.35,133.5,20,10
13.36,133.6,20,10
13.37,133.7,20,10
13.38,133.8,20,10
13.39,133.9,20,10
13.4,134,20,10
13.41,134.1,20,10
13.42,134.2,20,10
13.43,134.3,20,10
13.44,134.4,20,10
13.45,134.5,20,10
13.46,134.6,20,10
13.47,134.7,20,10
13.48,134.8,20,10
13.49,134.9,20,10
13.5,135,20,10
13.51,135.1,20,10
13.52,135.2,20,10
13.53,135.3,20,10
13.54,135.4,20,10
13.55,135.5,20,10
13.56,135.6,20,10
13.57,135.7,20,10
13.58,135.8,20,10
13.59,135.9,20,10
13.6,136,20,10
13.61,136.1,20,10
13.62,136.2,20,10
13.63,136.3,20,10
13.64,136.4,20,10
13.65,136.5,20,10
13.66,136.6,20,10
13.67,136.7,20,10
13.68,136.8,20,10
13.69,136.9,20,10
13.7,137,20,10
13.71,137.1,20,10
13.72,137.2,20,10
13.73,137.3,20,10
13.74,137.4,20,10
13.75,137.5,20,10
13.76,137.6,20,10
13.77,137.7,20,10
13.78,137.8,20,10
13.79,137.9,20,10
13.8,138,20,10
13.81,138.1,20,10
13.82,138.2,20,10
13.83,138.3,20,10
13.84,138.4,20,10
13.85,138.5,20,10
13.86,138.6,20,10
13.87,138.7,20,10
13.88,138.8,20,10
13.89,138.9,20,10
13.9,139,20,10
13.91,139.1,20,10
13.92,139.2,20,10
13.93,139.3,20,10
13.94,139.4,20,10
13.95,139.5,20,10
13.96,139.6,20,10
13.97,139.7,20,10
13.98,139.8,20,10
13.99,139.9,20,10
14,140,20,10
14.01,140.1,20,10
14.02,140.2,20,10
14.03,140.3,20,10
14.04,140.4,20,10
14.05,140.5,20,10
14.06,140.6,20,10
14.07,140.7,20,10
14.08,140.8,20,10
14.09,140.9,20,10
14.1,141,20,10
14.11,141.1,20,10
14.12,141.2,20,10
14.13,141.3,20,10
14.14,141.4,20,10
14.15,141.5,20,10
14.16,141.6,20,10
14.17,141.7,20,10
14.18,141.8,20,10
14.19,141.9,20,10
14.2,142,20,10
14.21,142.1,20,10
14.22,142.2,20,10
14.23,142.3,20,10
14.24,142.4,20,10
14.25,142.5,20,10
14.26,142.6,20,10
14.27,142.7,20,10
14.28,142.8,20,10
14.29,142.9,20,10
14.3,143,20,10
14.31,143.1,20,10
14.32,143.2,20,10
14.33,143.3,20,10
14.34,143.4,20,10
14.35,143.5,20,10
14.36,143.6,20,10
14.37,143.7,20,10
14.38,143.8,20,10
14.39,143.9,20,10
14.4,144,20,10
14.41,144.1,20,10
14.42,144.2,20,10
14.43,144.3,20,10
14.44,144.4,20,10
14.45,144.5,20,10
14.46,144.6,20,10
14.47,144.7,20,10
14.48,144.8,20,10
14.49,144.9,20,10
14.5,145,20,10
14.51,145.1,20,10
14.52,145.2,20,10
14.53,145.3,20,10
14.54,145.4,20,10
14.55,145.5,20,10
14.56,145.6,20,10
14.57,145.7,20,10
14.58,145.8,20,10
14.59,145.9,20,10
14.6,146,20,10
14.61,146.1,20,10
14.62,146.2,20,10
14.63,146.3,20,10
14.64,146.4,20,10
14.65,146.5,20,10
14.66,146.6,20,10
14.67,146.7,20,10
14.68,146.8,20,10
14.69,146.9,20,10
14.7,147,20,10
14.71,147.1,20,10
14.72,147.2,20,10
14.73,147.3,20,10
14.74,147.4,20,10
14.75,147.5,20,10
14.76,147.6,20,10
14.77,147.7,20,10
14.78,147.8,20,10
14.79,147.9,20,10
14.8,148,20,10
14.81,148.1,20,10
14.82,148.2,20,10
14.83,148.3,20,10
14.84,148.4,20,10
14.85,148.5,20,10
14.86,148.6,20,10
14.87,148.7,20,10
14.88,148.8,20,10
14.89,148.9,20,10
14.9,149,20,10
14.91,149.1,20,10
14.92,149.2,20,10
14.93,149.3,20,10
14.94,149.4,20,10
14.95,149.5,20,10
14.96,149.6,20,10
14.97,149.7,20,10
14.98,149.8,20,10
14.99,149.9,20,10
15,150,20,10
15.01,150.1,20,10
15.02,150.2,20,10
15.03,150.3,20,10
15.04,150.4,20,10
15.05,150.5,20,10
15.06,150.6,20,10
15.07,150.7,20,10
15.08,150.8,20,10
15.09,150.9,20,10
15.1,151,20,10
15.11,151.1,20,10
15.12,151.2,20,10
15.13,151.3,20,10
15.14,151.4,20,10
15.15,151.5,20,10
15.16,151.6,20,10
15.17,151.7,20,10
15.18,151.8,20,10
15.19,151.9,20,10
15.2,152,20,10
15.21,152.1,20,10
15.22,152.2,20,10
15.23,152.3,20,10
15.24,152.4,20,10
15.25,152.5,20,10
15.26,152.6,20,10
15.27,152.7,20,10
15.28,152.8,20,10
15.29,152.9,20,10
15.3,153,20,10
15.31,153.1,20,10
15.32,153.2,20,10
15.33,153.3,20,10
15.34,153.4,20,10
15.35,153.5,20,10
15.36,153.6,20,10
15.37,153.7,20,10
15.38,153.8,20,10
15.39,153.9,20,10
15.4,154,20,10
15.41,154.1,20,10
15.42,154.2,20,10
15.43,154.3,20,10
15.44,154.4,20,10
15.45,154.5,20,10
15.46,154.6,20,10
15.47,154.7,20,10
15.48,154.8,20,10
15.49,154.9,20,10
15.5,155,20,10
15.51,155.1,20,10
15.52,155.2,20,10
15.53,155.3,20,10
15.54,155.4,20,10
15.55,155.5,20,10
15.56,155.6,20,10
15.57,155.7,20,10
15.58,155.8,20,10
15.59,155.9,20,10
15.6,156,20,10
15.61,156.1,20,10
15.62,156.2,20,10
15.63,156.3,20,10
15.64,156.4,20,10
15.65,156.5,20,10
15.66,156.6,20,10
15.67,156.7,20,10
15.68,156.8,20,10
15.69,156.9,20,10
15.7,157,20,10
15.71,157.1,20,10
15.72,157.2,20,10
15.73,157.3,20,10
15.74,157.4,20,10
15.75,157.5,20,10
15.76,157.6,20,10
15.77,157.7,20,10
15.78,157.8,20,10
15.79,157.9,20,10
15.8,158,20,10
15.81,158.1,20,10
15.82,158.2,20,10
15.83,158.3,20,10
15.84,158.4,20,10
15.85,158.5,20,10
15.86,158.6,20,10
15.87,158.7,20,10
15.88,158.8,20,10
15.89,158.9,20,10
15.9,159,20,10
15.91,159.1,20,10
15.92,159.2,20,10
15.93,159.3,20,10
15.94,159.4,20,10
15.95,159.5,20,10
15.96,159.6,20,10
15.97,159.7,20,10
15.98,159.8,20,10
15.99,159.9,20,10
16,160,20,10
16.01,160.1,20,10
16.02,160.2,20,10
16.03,160.3,20,10
16.04,160.4,20,10
16.05,160.5,20,10
16.06,160.6,20,10
16.07,160.7,20,10
16.08,160.8,20,10
16.09,160.9,20,10
16.1,161,20,10
16.11,161.1,20,10
16.12,161.2,20,10
16.13,161.3,20,10
16.14,161.4,20,10
16.15,161.5,20,10
16.16,161.6,20,10
16.17,161.7,20,10
16.18,161.8,20,10
16.19,161.9,20,10
16.2,162,20,10
16.21,162.1,20,10
16.22,162.2,20,10
16.23,162.3,20,10
16.24,162.4,20,10
16.25,162.5,20,10
16.26,162.6,20,10
16.27,162.7,20,10
16.28,162.8,20,10
16.29,162.9,20,10
16.3,163,20,10
16.31,163.1,20,10
16.32,163.2,20,10
16.33,163.3,20,10
16.34,163.4,20,10
16.35,163.5,20,10
16.36,163.6,20,10
16.37,163.7,20,10
16.38,163.8,20,10
16.39,163.9,20,10
16.4,164,20,10
16.41,164.1,20,10
16.42,164.2,20,10
16.43,164.3,20,10
16.44,164.4,20,10
16.45,164.5,20,10
16.46,164.6,20,10
16.47,164.7,20,10
16.48,164.8,20,10
16.49,164.9,20,10
16.5,165,20,10
16.51,165.1,20,10
16.52,165.2,20,10
16.53,165.3,20,10
16.54,165.4,20,10
16.55,165.5,20,10
16.56,165.6,20,10
16.57,165.7,20,10
16.58,165.8,20,10
16.59,165.9,20,10
16.6,166,20,10
16.61,166.1,20,10
16.62,166.2,20,10
16.63,166.3,20,10
16.64,166.4,20,10
16.65,166.5,20,10
16.66,166.6,20,10
16.67,166.7,20,10
16.68,166.8,20,10
16.69,166.9,20,10
16.7,167,20,10
16.71,167.1,20,10
16.72,167.2,20,10
16.73,167.3,20,10
16.74,167.4,20,10
16.75,167.5,20,10
16.76,167.6,20,10
16.77,167.7,20,10
16.78,167.8,20,10
16.79,167.9,20,10
16.8,168,20,10
16.81,168.1,20,10
16.82,168.2,20,10
16.83,168.3,20,10
16.84,168.4,20,10
16.85,168.5,20,10
16.86,168.6,20,10
16.87,168.7,20,10
16.88,168.8,20,10
16.89,168.9,20,10
16.9,169,20,10
16.91,169.1,20,10
16.92,169.2,20,10
16.93,169.3,20,10
16.94,169.4,20,10
16.95,169.5,20,10
16.96,169.6,20,10
16.97,169.7,20,10
16.98,169.8,20,10
16.99,169.9,20,10
17,170,20,10
17.01,170.1,20,10
17.02,170.2,20,10
17.03,170.3,20,10
17.04,170.4,20,10
17.05,170.5,20,10
17.06,170.6,20,10
17.07,170.7,20,10
17.08,170.8,20,10
17.09,170.9,20,10
17.1,171,20,10
17.11,171.1,20,10
17.12,171.2,20,10
17.13,171.3,20,10
17.14,171.4,20,10
17.15,171.5,20,10
17.16,171.6,20,10
17.17,171.7,20,10
17.18,171.8,20,10
17.19,171.9,20,10
17.2,172,20,10
17.21,172.1,20,10
17.22,172.2,20,10
17.23,172.3,20,10
17.24,172.4,20,10
17.25,172.5,20,10
17.26,172.6,20,10
17.27,172.7,20,10
17.28,172.8,20,10
17.29,172.9,20,10
17.3,173,20,10
17.31,173.1,20,10
17.32,173.2,20,10
17.33,173.3,20,10
17.34,173.4,20,10
17.35,173.5,20,10
17.36,173.6,20,10
17.37,173.7,20,10
17.38,173.8,20,10
17.39,173.9,20,10
17.4,174,20,10
17.41,174.1,20,10
17.42,174.2,20,10
17.43,174.3,20,10
17.44,174.4,20,10
17.45,174.5,20,10
17.46,174.6,20,10
17.47,174.7,20,10
17.48,174.8,20,10
17.49,174.9,20,10
17.5,175,20,10
17.51,175.1,20,10
17.52,175.2,20,10
17.53,175.3,20,10
17.54,175.4,20,10
17.55,175.5,20,10
17.56,175.6,20,10
17.57,175.7,20,10
17.58,175.8,20,10
17.59,175.9,20,10
17.6,176,20,10
17.61,176.1,20,10
17.62,176.2,20,10
17.63,176.3,20,10
17.64,176.4,20,10
17.65,176.5,20,10
17.66,176.6,20,10
17.67,176.7,20,10
17.68,176.8,20,10
17.69,176.9,20,10
17.7,177,20,10
17.71,177.1,20,10
17.72,177.2,20,10
17.73,177.3,20,10
17.74,177.4,20,10
17.75,177.5,20,10
17.76,177.6,20,10
17.77,177.7,20,10
17.78,177.8,20,10
17.79,177.9,20,10
17.8,178,20,10
17.81,178.1,20,10
17.82,178.2,20,10
17.83,178.3,20,10
17.84,178.4,20,10
17.85,178.5,20,10
17.86,178.6,20,10
17.87,178.7,20,10
17.88,178.8,20,10
17.89,178.9,20,10
17.9,179,20,10
17.91,179.1,20,10
17.92,179.2,20,10
17.93,179.3,20,10
17.94,179.4,20,10
17.95,179.5,20,10
17.96,179.6,20,10
17.97,179.7,20,10
17.98,179.8,20,10
17.99,179.9,20,10
18,180,20,10
18.01,180.1,20,10
18.02,180.2,20,10
18.03,180.3,20,10
18.04,180.4,20,10
18.05,180.5,20,10
18.06,180.6,20,10
18.07,180.7,20,10
18.08,180.8,20,10
18.09,180.9,20,10
18.1,181,20,10
18.11,181.1,20,10
18.12,181.2,20,10
18.13,181.3,20,10
18.14,181.4,20,10
18.15,181.5,20,10
18.16,181.6,20,10
18.17,181.7,20,10
18.18,181.8,20,10
18.19,181.9,20,10
18.2,182,20,10
18.21,182.1,20,10
18.22,182.2,20,10
18.23,182.3,20,10
18.24,182.4,20,10
18.25,182.5,20,10
18.26,182.6,20,10
18.27,182.7,20,10
18.28,182.8,20,10
18.29,182.9,20,10
18.3,183,20,10
18.31,183.1,20,10
18.32,183.2,20,10
18.33,183.3,20,10
18.34,183.4,20,10
18.35,183.5,20,10
18.36,183.6,20,10
18.37,183.7,20,10
18.38,183.8,20,10
18.39,183.9,20,10
18.4,184,20,10
18.41,184.1,20,10
18.42,184.2,20,10
18.43,184.3,20,10
18.44,184.4,20,10
18.45,184.5,20,10
18.46,184.6,20,10
18.47,184.7,20,10
18.48,184.8,20,10
18.49,184.9,20,10
18.5,185,20,10
18.51,185.1,20,10
18.52,185.2,20,10
18.53,185.3,20,10
18.54,185.4,20,10
18.55,185.5,20,10
18.56,185.6,20,10
18.57,185.7,20,10
18.58,185.8,20,10
18.59,185.9,20,10
18.6,186,20,10
18.61,186.1,20,10
18.62,186.2,20,10
18.63,186.3,20,10
18.64,186.4,20,10
18.65,186.5,20,10
18.66,186.6,20,10
18.67,186.7,20,10
18.68,186.8,20,10
18.69,186.9,20,10
18.7,187,20,10
18.71,187.1,20,10
18.72,187.2,20,10
18.73,187.3,20,10
18.74,187.4,20,10
18.75,187.5,20,10
18.76,187.6,20,10
18.77,187.7,20,10
18.78,187.8,20,10
18.79,187.9,20,10
18.8,188,20,10
18.81,188.1,20,10
18.82,188.2,20,10
18.83,188.3,20,10
18.84,188.4,20,10
18.85,188.5,20,10
18.86,188.6,20,10
18.87,188.7,20,10
18.88,188.8,20,10
18.89,188.9,20,10
18.9,189,20,10
18.91,189.1,20,10
18.92,189.2,20,10
18.93,189.3,20,10
18.94,189.4,20,10
18.95,189.5,20,10
18.96,189.6,20,10
18.97,189.7,20,10
18.98,189.8,20,10
18.99,189.9,20,10
19,190,20,10
19.01,190.1,20,10
19.02,190.2,20,10
19.03,190.3,20,10
19.04,190.4,20,10
19.05,190.5,20,10
19.06,190.6,20,10
19.07,190.7,20,10
19.08,190.8,20,10
19.09,190.9,20,10
19.1,191,20,10
19.11,191.1,20,10
19.12,191.2,20,10
19.13,191.3,20,10
19.14,191.4,20,10
19.15,191.5,20,10
19.16,191.6,20,10
19.17,191.7,20,10
19.18,191.8,20,10
19.19,191.9,20,10
19.2,192,20,10
19.21,192.1,20,10
19.22,192.2,20,10
19.23,192.3,20,10
19.24,192.4,20,10
19.25,192.5,20,10
19.26,192.6,20,10
19.27,192.7,20,10
19.28,192.8,20,10
19.29,192.9,20,10
19.3,193,20,10
19.31,193.1,20,10
19.32,193.2,20,10
19.33,193.3,20,10
19.34,193.4,20,10
19.35,193.5,20,10
19.36,193.6,20,10
19.37,193.7,20,10
19.38,193.8,20,10
19.39,193.9,20,10
19.4,194,20,10
19.41,194.1,20,10
19.42,194.2,20,10
19.43,194.3,20,10
19.44,194.4,20,10
19.45,194.5,20,10
19.46,194.6,20,10
19.47,194.7,20,10
19.48,194.8,20,10
19.49,194.9,20,10
19.5,195,20,10
19.51,195.1,20,10
19.52,195.2,20,10
19.53,195.3,20,10
19.54,195.4,20,10
19.55,195.5,20,10
19.56,195.6,20,10
19.57,195.7,20,10
19.58,195.8,20,10
19.59,195.9,20,10
19.6,196,20,10
19.61,196.1,20,10
19.62,196.2,20,10
19.63,196.3,20,10
19.64,196.4,20,10
19.65,196.5,20,10
19.66,196.6,20,10
19.67,196.7,20,10
19.68,196.8,20,10
19.69,196.9,20,10
19.7,197,20,10
19.71,197.1,20,10
19.72,197.2,20,10
19.73,197.3,20,10
19.74,197.4,20,10
19.75,197.5,20,10
19.76,197.6,20,10
19.77,197.7,20,10
19.78,197.8,20,10
19.79,197.9,20,10
19.8,198,20,10
19.81,198.1,20,10
19.82,198.2,20,10
19.83,198.3,20,10
19.84,198.4,20,10
19.85,198.5,20,10
19.86,198.6,20,10
19.87,198.7,20,10
19.88,198.8,20,10
19.89,198.9,20,10
19.9,199,20,10
19.91,199.1,20,10
19.92,199.2,20,10
19.93,199.3,20,10
19.94,199.4,20,10
19.95,199.5,20,10
19.96,199.6,20,10
19.97,199.7,20,10
19.98,199.8,20,10
19.99,199.9,20,10
20,200,20,10
20.01,200.1,20,10
20.02,200.2,20,10
20.03,200.3,20,10
20.04,200.4,20,10
20.05,200.5,20,10
20.06,200.6,20,10
20.07,200.7,20,10
20.08,200.8,20,10
20.09,200.9,20,10
20.1,201,20,10
20.11,201.1,20,10
20.12,201.2,20,10
20.13,201.3,20,10
20.14,201.4,20,10
20.15,201.5,20,10
20.16,201.6,20,10
20.17,201.7,20,10
20.18,201.8,20,10
20.19,201.9,20,10
20.2,202,20,10
20.21,202.1,20,10
20.22,202.2,20,10
20.23,202.3,20,10
20.24,202.4,20,10
20.25,202.5,20,10
20.26,202.6,20,10
20.27,202.7,20,10
20.28,202.8,20,10
20.29,202.9,20,10
20.3,203,20,10
20.31,203.1,20,10
20.32,203.2,20,10
20.33,203.3,20,10
20.34,203.4,20,10
20.35,203.5,20,10
20.36,203.6,20,10
20.37,203.7,20,10
20.38,203.8,20,10
20.39,203.9,20,10
20.4,204,20,10
20.41,204.1,20,10
20.42,204.2,20,10
20.43,204.3,20,10
20.44,204.4,20,10
20.45,204.5,20,10
20.46,204.6,20,10
20.47,204.7,20,10
20.48,204.8,20,10
20.49,204.9,20,10
20.5,205,20,10
20.51,205.1,20,10
20.52,205.2,20,10
20.53,205.3,20,10
20.54,205.4,20,10
20.55,205.5,20,10
20.56,205.6,20,10
20.57,205.7,20,10
20.58,205.8,20,10
20.59,205.9,20,10
20.6,206,20,10
20.61,206.1,20,10
20.62,206.2,20,10
20.63,206.3,20,10
20.64,206.4,20,10
20.65,206.5,20,10
20.66,206.6,20,10
20.67,206.7,20,10
20.68,206.8,20,10
20.69,206.9,20,10
20.7,207,20,10
20.71,207.1,20,10
20.72,207.2,20,10
20.73,207.3,20,10
20.74,207.4,20,10
20.75,207.5,20,10
20.76,207.6,20,10
20.77,207.7,20,10
20.78,207.8,20,10
20.79,207.9,20,10
20.8,208,20,10
20.81,208.1,20,10
20.82,208.2,20,10
20.83,208.3,20,10
20.84,208.4,20,10
20.85,208.5,20,10
20.86,208.6,20,10
20.87,208.7,20,10
20.88,208.8,20,10
20.89,208.9,20,10
20.9,209,20,10
20.91,209.1,20,10
20.92,209.2,20,10
20.93,209.3,20,10
20.94,209.4,20,10
20.95,209.5,20,10
20.96,209.6,20,10
20.97,209.7,20,10
20.98,209.8,20,10
20.99,209.9,20,10
21,210,20,10
21.01,210.1,20,10
21.02,210.2,20,10
21.03,210.3,20,10
21.04,210.4,20,10
21.05,210.5,20,10
21.06,210.6,20,10
21.07,210.7,20,10
21.08,210.8,20,10
21.09,210.9,20,10
21.1,211,20,10
21.11,211.1,20,10
21.12,211.2,20,10
21.13,211.3,20,10
21.14,211.4,20,10
21.15,211.5,20,10
21.16,211.6,20,10
21.17,211.7,20,10
21.18,211.8,20,10
21.19,211.9,20,10
21.2,212,20,10
21.21,212.1,20,10
21.22,212.2,20,10
21.23,212.3,20,10
21.24,212.4,20,10
21.25,212.5,20,10
21.26,212.6,20,10
21.27,212.7,20,10
21.28,212.8,20,10
21.29,212.9,20,10
21.3,213,20,10
21.31,213.1,20,10
21.32,213.2,20,10
21.33,213.3,20,10
21.34,213.4,20,10
21.35,213.5,20,10
21.36,213.6,20,10
21.37,213.7,20,10
21.38,213.8,20,10
21.39,213.9,20,10
21.4,214,20,10
21.41,214.1,20,10
21.42,214.2,20,10
21.43,214.3,20,10
21.44,214.4,20,10
21.45,214.5,20,10
21.46,214.6,20,10
21.47,214.7,20,10
21.48,214.8,20,10
21.49,214.9,20,10
21.5,215,20,10
21.51,215.1,20,10
21.52,215.2,20,10
21.53,215.3,20,10
21.54,215.4,20,10
21.55,215.5,20,10
21.56,215.6,20,10
21.57,215.7,20,10
21.58,215.8,20,10
21.59,215.9,20,10
21.6,216,20,10
21.61,216.1,20,10
21.62,216.2,20,10
21.63,216.3,20,10
21.64,216.4,20,10
21.65,216.5,20,10
21.66,216.6,20,10
21.67,216.7,20,10
21.68,216.8,20,10
21.69,216.9,20,10
21.7,217,20,10
21.71,217.1,20,10
21.72,217.2,20,10
21.73,217.3,20,10
21.74,217.4,20,10
21.75,217.5,20,10
21.76,217.6,20,10
21.77,217.7,20,10
21.78,217.8,20,10
21.79,217.9,20,10
21.8,218,20,10
21.81,218.1,20,10
21.82,218.2,20,10
21.83,218.3,20,10
21.84,218.4,20,10
21.85,218.5,20,10
21.86,218.6,20,10
21.87,218.7,20,10
21.88,218.8,20,10
21.89,218.9,20,10
21.9,219,20,10
21.91,219.1,20,10
21.92,219.2,20,10
21.93,219.3,20,10
21.94,219.4,20,10
21.95,219.5,20,10
21.96,219.6,20,10
21.97,219.7,20,10
21.98,219.8,20,10
21.99,219.9,20,10
22,220,20,10
22.01,220.1,20,10
22.02,220.2,20,10
22.03,220.3,20,10
22.04,220.4,20,10
22.05,220.5,20,10
22.06,220.6,20,10
22.07,220.7,20,10
22.08,220.8,20,10
22.09,220.9,20,10
22.1,221,20,10
22.11,221.1,20,10
22.12,221.2,20,10
22.13,221.3,20,10
22.14,221.4,20,10
22.15,221.5,20,10
22.16,221.6,20,10
22.17,221.7,20,10
22.18,221.8,20,10
22.19,221.9,20,10
22.2,222,20,10
22.21,222.1,20,10
22.22,222.2,20,10
22.23,222.3,20,10
22.24,222.4,20,10
22.25,222.5,20,10
22.26,222.6,20,10
22.27,222.7,20,10
22.28,222.8,20,10
22.29,222.9,20,10
22.3,223,20,10
22.31,223.1,20,10
22.32,223.2,20,10
22.33,223.3,20,10
22.34,223.4,20,10
22.35,223.5,20,10
22.36,223.6,20,10
22.37,223.7,20,10
22.38,223.8,20,10
22.39,223.9,20,10
22.4,224,20,10
22.41,224.1,20,10
22.42,224.2,20,10
22.43,224.3,20,10
22.44,224.4,20,10
22.45,224.5,20,10
22.46,224.6,20,10
22.47,224.7,20,10
22.48,224.8,20,10
22.49,224.9,20,10
22.5,225,20,10
22.51,225.1,20,10
22.52,225.2,20,10
22.53,225.3,20,10
22.54,225.4,20,10
22.55,225.5,20,10
22.56,225.6,20,10
22.57,225.7,20,10
22.58,225.8,20,10
22.59,225.9,20,10
22.6,226,20,10
22.61,226.1,20,10
22.62,226.2,20,10
22.63,226.3,20,10
22.64,226.4,20,10
22.65,226.5,20,10
22.66,226.6,20,10
22.67,226.7,20,10
22.68,226.8,20,10
22.69,226.9,20,10
22.7,227,20,10
22.71,227.1,20,10
22.72,227.2,20,10
22.73,227.3,20,10
22.74,227.4,20,10
22.75,227.5,20,10
22.76,227.6,20,10
22.77,227.7,20,10
22.78,227.8,20,10
22.79,227.9,20,10
22.8,228,20,10
22.81,228.1,20,10
22.82,228.2,20,10
22.83,228.3,20,10
22.84,228.4,20,10
22.85,228.5,20,10
22.86,228.6,20,10
22.87,228.7,20,10
22.88,228.8,20,10
22.89,228.9,20,10
22.9,229,20,10
22.91,229.1,20,10
22.92,229.2,20,10
22.93,229.3,20,10
22.94,229.4,20,10
22.95,229.5,20,10
22.96,229.6,20,10
22.97,229.7,20,10
22.98,229.8,20,10
22.99,229.9,20,10
23,230,20,10
23.01,230.1,20,10
23.02,230.2,20,10
23.03,230.3,20,10
23.04,230.4,20,10
23.05,230.5,20,10
23.06,230.6,20,10
23.07,230.7,20,10
23.08,230.8,20,10
23.09,230.9,20,10
23.1,231,20,10
23.11,231.1,20,10
23.12,231.2,20,10
23.13,231.3,20,10
23.14,231.4,20,10
23.15,231.5,20,10
23.16,231.6,20,10
23.17,231.7,20,10
23.18,231.8,20,10
23.19,231.9,20,10
23.2,232,20,10
23.21,232.1,20,10
23.22,232.2,20,10
23.23,232.3,20,10
23.24,232.4,20,10
23.25,232.5,20,10
23.26,232.6,20,10
23.27,232.7,20,10
23.28,232.8,20,10
23.29,232.9,20,10
23.3,233,20,10
23.31,233.1,20,10
23.32,233.2,20,10
23.33,233.3,20,10
23.34,233.4,20,10
23.35,233.5,20,10
23.36,233.6,20,10
23.37,233.7,20,10
23.38,233.8,20,10
23.39,233.9,20,10
23.4,234,20,10
23.41,234.1,20,10
23.42,234.2,20,10
23.43,234.3,20,10
23.44,234.4,20,10
23.45,234.5,20,10
23.46,234.6,20,10
23.47,234.7,20,10
23.48,234.8,20,10
23.49,234.9,20,10
23.5,235,20,10
23.51,235.1,20,10
23.52,235.2,20,10
23.53,235.3,20,10
23.54,235.4,20,10
23.55,235.5,20,10
23.56,235.6,20,10
23.57,235.7,20,10
